d,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,day_of_week,is_weekend,is_holiday,sell_price,price_lag_7,price_change_7,lag_7,lag_28,rolling_mean_7,rolling_mean_28,rolling_std_28,sales
263,4,10,2011,0,0,0,0,0,0,0,4,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
1074,3,1,2014,0,0,0,0,1,1,1,3,0,0,14.97,14.97,0.0,0.0,1.0,1.7142857142857142,1.1428571428571428,1.0440053112638321,0
1149,1,3,2014,0,0,0,0,0,0,0,1,1,0,0.93,0.93,0.0,3.0,9.0,2.2857142857142856,2.4642857142857144,2.687173137499608,2
1419,5,12,2014,0,0,0,0,0,0,0,5,0,0,2.78,2.78,0.0,0.0,2.0,1.5714285714285714,1.5,1.2909944487358065,0
394,2,2,2012,0,0,0,0,0,0,0,2,0,0,2.38,2.38,0.0,0.0,0.0,0.0,0.03571428571428571,0.18898223650461474,0
284,4,11,2011,0,0,0,0,1,0,1,4,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
992,5,10,2013,0,0,0,0,0,0,0,5,0,0,2.5,2.5,0.0,5.0,0.0,1.8571428571428572,1.1071428571428572,1.4991179064218068,1
1460,4,1,2015,0,0,0,0,0,0,0,4,0,0,3.94,3.94,0.0,2.0,1.0,1.4285714285714286,1.0714285714285714,0.9786071518602172,1
1168,6,4,2014,0,0,0,0,1,0,0,6,0,0,1.0,1.0,0.0,0.0,1.0,4.857142857142857,4.321428571428571,4.422615041977294,1
556,3,8,2012,0,0,0,0,1,1,1,3,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
988,1,10,2013,0,0,0,0,0,1,1,1,1,0,3.97,3.97,0.0,2.0,0.0,0.7142857142857143,0.5357142857142857,0.792658109342786,0
1428,7,12,2014,0,0,0,0,0,0,0,7,1,0,11.84,11.84,0.0,0.0,0.0,0.0,0.0,0.0,0
1102,3,2,2014,0,0,0,0,1,1,1,3,0,0,1.25,1.25,0.0,0.0,0.0,3.4285714285714284,2.2142857142857144,2.409197543629939,0
923,6,8,2013,18,4,0,0,1,0,1,6,0,1,2.88,2.88,0.0,2.0,0.0,1.7142857142857142,1.2857142857142858,1.1818736805705574,2
1692,5,9,2015,0,0,0,0,0,0,0,5,0,0,2.98,2.98,0.0,0.0,0.0,0.5714285714285714,0.25,0.5181877251716007,0
241,3,9,2011,0,0,0,0,0,0,0,3,0,0,4.5,4.5,0.0,0.0,1.0,1.1428571428571428,0.7857142857142857,1.2279806626883452,1
1398,5,11,2014,0,0,0,0,0,0,0,5,0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.7417981870189151,0
1719,4,10,2015,0,0,0,0,0,1,0,4,0,0,2.5,2.5,0.0,0.0,1.0,1.2857142857142858,1.0357142857142858,0.9993384054849731,0
1762,5,11,2015,0,0,0,0,0,0,0,5,0,0,2.98,2.98,0.0,2.0,2.0,3.142857142857143,2.2142857142857144,1.6183471874253714,1
1442,7,1,2015,0,0,0,0,1,1,1,7,1,0,5.28,4.98,0.2999999999999998,2.0,0.0,0.42857142857142855,0.39285714285714285,0.6852566815265061,0
528,3,7,2012,0,0,0,0,1,1,1,3,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
537,5,7,2012,0,0,0,0,0,0,0,5,0,0,6.97,6.97,0.0,2.0,0.0,0.5714285714285714,0.6071428571428571,0.6852566815265067,1
123,4,5,2011,13,1,0,0,0,0,0,4,0,1,3.12,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0
1509,4,3,2015,6,2,0,0,0,0,0,4,0,1,3.98,3.98,0.0,2.0,0.0,0.5714285714285714,0.6428571428571429,0.9114207758701967,2
1510,5,3,2015,0,0,0,0,0,0,0,5,0,0,8.98,8.98,0.0,2.0,1.0,1.4285714285714286,0.8928571428571429,1.3700307029348378,0
448,7,4,2012,0,0,0,0,0,0,0,7,1,0,1.97,1.97,0.0,2.0,2.0,0.5714285714285714,0.4642857142857143,0.6929348671835837,10
702,2,12,2012,0,0,0,0,0,0,0,2,0,0,3.28,3.28,0.0,2.0,9.0,2.4285714285714284,3.607142857142857,2.5724939004252017,1
1610,7,6,2015,0,0,0,0,0,0,0,7,1,0,1.96,1.96,0.0,1.0,2.0,1.0,1.75,1.6015039228221788,4
676,4,12,2012,0,0,0,0,1,0,0,4,0,0,4.74,4.74,0.0,2.0,0.0,0.8571428571428571,1.0,2.341256389522831,1
107,2,5,2011,0,0,0,0,0,1,1,2,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
768,5,3,2013,0,0,0,0,1,1,1,5,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
679,7,12,2012,0,0,0,0,1,1,0,7,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
1016,1,11,2013,0,0,0,0,1,1,1,1,1,0,6.87,6.87,0.0,0.0,0.0,0.8571428571428571,0.8928571428571429,0.9940297973880045,2
1607,4,6,2015,0,0,0,0,0,0,0,4,0,0,1.18,1.18,0.0,0.0,2.0,2.0,2.3214285714285716,1.5408889072021457,1
1558,4,5,2015,10,2,0,0,1,1,1,4,0,1,2.24,2.24,0.0,1.0,0.0,0.2857142857142857,0.42857142857142855,0.9973509887241275,0
1344,7,10,2014,0,0,0,0,1,1,1,7,1,0,0.93,0.93,0.0,1.0,2.0,3.142857142857143,2.4642857142857144,1.7529265023814724,1
574,7,8,2012,0,0,0,0,0,0,0,7,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
1114,1,2,2014,0,0,0,0,0,1,1,1,1,0,1.18,1.18,0.0,2.0,1.0,1.8571428571428572,1.2142857142857142,1.5719094983170854,4
1741,5,11,2015,0,0,0,0,1,0,0,5,0,0,2.5,2.5,0.0,1.0,0.0,0.7142857142857143,0.6428571428571429,0.7800420555749635,0
23,2,2,2011,0,0,0,0,0,0,0,2,0,0,2.48,2.48,0.0,32.0,,19.285714285714285,,,38
389,4,2,2012,0,0,0,0,0,0,0,4,0,0,4.67,4.67,0.0,0.0,1.0,1.0,1.8214285714285714,1.4415416497771851,1
11,4,2,2011,0,0,0,0,1,0,1,4,0,0,,,,0.0,,0.0,,,0
1271,4,7,2014,0,0,0,0,0,0,0,4,0,0,4.98,4.98,0.0,3.0,0.0,1.0,0.9642857142857143,1.0708993401928104,0
1065,1,12,2013,0,0,0,0,0,0,0,1,1,0,4.74,4.74,0.0,0.0,0.0,1.1428571428571428,0.9642857142857143,1.477789712327987,0
821,2,4,2013,0,0,0,0,0,0,0,2,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
1308,6,8,2014,0,0,0,0,0,0,0,6,0,0,4.88,4.88,0.0,0.0,3.0,1.4285714285714286,1.2857142857142858,1.2724180205607039,0
1110,4,2,2014,0,0,0,0,0,1,1,4,0,0,1.88,1.88,0.0,0.0,0.0,0.0,0.17857142857142858,0.4755948656056705,0
1587,5,6,2015,0,0,0,0,1,1,1,5,0,0,3.98,3.98,0.0,8.0,0.0,6.285714285714286,5.607142857142857,5.519925426994171,22
1051,1,12,2013,0,0,0,0,0,0,1,1,1,0,2.94,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0
467,5,5,2012,0,0,0,0,1,1,1,5,0,0,2.82,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0
1271,4,7,2014,0,0,0,0,0,0,0,4,0,0,1.88,1.88,0.0,1.0,0.0,1.4285714285714286,0.9642857142857143,1.2904820476643277,1
638,1,10,2012,0,0,0,0,0,0,0,1,1,0,6.97,6.97,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,1.0338196500275418,0
1176,7,4,2014,0,0,0,0,0,0,0,7,1,0,5.27,5.27,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.5345224838248485,0
1413,6,12,2014,0,0,0,0,0,1,1,6,0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
678,6,12,2012,0,0,0,0,1,1,1,6,0,0,5.96,5.96,0.0,2.0,3.0,2.0,2.0357142857142856,1.4525110532413747,2
312,4,12,2011,0,0,0,0,1,1,1,4,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
1396,3,11,2014,0,0,0,0,0,0,0,3,0,0,3.48,3.48,0.0,0.0,3.0,0.7142857142857143,1.1428571428571428,1.2682529749484557,1
1093,1,1,2014,0,0,0,0,0,0,0,1,1,0,4.74,4.74,0.0,0.0,0.0,1.1428571428571428,1.5357142857142858,1.4525110532413719,0
1210,6,5,2014,0,0,0,0,0,0,0,6,0,0,6.87,6.87,0.0,1.0,1.0,0.8571428571428571,0.8214285714285714,0.9048663264720747,0
1407,7,12,2014,0,0,0,0,1,1,1,7,1,0,0.94,0.94,0.0,4.0,0.0,5.428571428571429,2.5,3.6767538017277683,7
556,3,8,2012,0,0,0,0,1,1,1,3,0,0,4.88,4.88,0.0,0.0,1.0,0.14285714285714285,0.21428571428571427,0.4986754943620617,1
1821,1,1,2016,0,0,0,0,0,0,0,1,1,0,4.97,4.97,0.0,4.0,0.0,1.4285714285714286,1.3214285714285714,1.5166623059417517,2
1521,2,3,2015,0,0,0,0,0,0,0,2,0,0,14.26,14.26,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.46004370622823587,0
497,7,6,2012,0,0,0,0,1,0,1,7,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
1337,7,9,2014,0,0,0,0,0,0,0,7,1,0,5.94,5.94,0.0,1.0,0.0,1.1428571428571428,0.8571428571428571,0.9704632614370022,0
1053,3,12,2013,0,0,0,0,0,0,0,3,0,0,2.42,2.42,0.0,8.0,1.0,7.857142857142857,5.535714285714286,3.072966269440923,5
1706,5,9,2015,0,0,0,0,0,0,0,5,0,0,4.74,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0
1362,4,10,2014,0,0,0,0,0,0,0,4,0,0,1.0,1.0,0.0,0.0,4.0,1.5714285714285714,1.6785714285714286,1.278122796760073,1
326,4,12,2011,0,0,0,0,0,0,0,4,0,0,1.98,1.98,0.0,0.0,0.0,0.0,1.3928571428571428,2.3623479486916885,0
1474,4,2,2015,0,0,0,0,1,0,0,4,0,0,4.87,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0
1168,6,4,2014,0,0,0,0,1,0,0,6,0,0,14.97,14.97,0.0,2.0,3.0,1.2857142857142858,1.6071428571428572,1.2863754913562004,3
1725,3,10,2015,0,0,0,0,0,0,0,3,0,0,2.82,2.82,0.0,2.0,2.0,0.8571428571428571,1.0714285714285714,1.385869734367175,0
2,2,1,2011,0,0,0,0,0,0,0,2,0,0,,,,,,,,,0
1765,1,11,2015,0,0,0,0,0,0,0,1,1,0,0.98,0.98,0.0,3.0,4.0,1.2857142857142858,1.1428571428571428,1.483596374037835,2
1002,1,10,2013,0,0,0,0,0,0,0,1,1,0,2.68,2.68,0.0,0.0,0.0,0.0,0.39285714285714285,0.8751417118804331,0
721,7,1,2013,0,0,0,0,0,0,0,7,1,0,2.48,2.48,0.0,0.0,0.0,1.7142857142857142,0.9642857142857143,2.4416470284707845,0
248,3,10,2011,0,0,0,0,1,1,1,3,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
461,6,5,2012,0,0,0,0,1,1,1,6,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
612,3,10,2012,0,0,0,0,1,1,0,3,0,0,3.27,3.27,0.0,0.0,0.0,0.0,0.21428571428571427,0.786795792469443,0
1049,6,12,2013,0,0,0,0,0,1,1,6,0,0,7.97,7.97,0.0,6.0,1.0,3.142857142857143,2.8214285714285716,1.6567163289800175,3
1599,3,6,2015,0,0,0,0,0,1,1,3,0,0,2.28,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0
433,6,4,2012,0,0,0,0,1,1,1,6,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
150,3,6,2011,0,0,0,0,0,0,0,3,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
951,6,9,2013,0,0,0,0,1,1,1,6,0,0,3.97,3.97,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,1.0131411680782831,0
920,3,8,2013,0,0,0,0,1,1,1,3,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
400,1,3,2012,0,0,0,0,1,1,1,1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
903,7,7,2013,0,0,0,0,0,0,0,7,1,0,2.68,2.68,0.0,0.0,0.0,0.0,0.25,0.5853140973807067,0
1148,7,3,2014,0,0,0,0,0,0,0,7,1,0,1.74,1.74,0.0,1.0,0.0,1.2857142857142858,1.6071428571428572,1.2274419565151578,0
666,1,11,2012,0,0,0,0,0,0,0,1,1,0,5.67,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0
569,2,8,2012,18,4,0,0,0,0,0,2,0,1,0.94,0.94,0.0,15.0,8.0,13.857142857142858,7.25,7.5308009509588345,23
1720,5,10,2015,0,0,0,0,0,0,1,5,0,0,7.97,7.97,0.0,3.0,3.0,2.7142857142857144,2.892857142857143,1.314852074887517,2
1354,3,10,2014,20,3,0,0,0,1,0,3,0,1,1.48,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0
872,4,6,2013,0,0,0,0,0,0,0,4,0,0,1.0,1.0,0.0,6.0,9.0,3.2857142857142856,2.6785714285714284,2.80282359520183,2
1069,5,1,2014,27,3,0,0,1,1,0,5,0,1,2.98,2.98,0.0,0.0,2.0,2.142857142857143,2.5714285714285716,1.7728105208558371,1
581,7,8,2012,0,0,0,0,0,0,0,7,1,0,2.42,2.42,0.0,2.0,8.0,2.2857142857142856,5.392857142857143,3.7941405674411457,0
1434,6,1,2015,27,3,0,0,1,1,0,6,0,1,,,,0.0,0.0,0.0,0.0,0.0,0
174,6,7,2011,0,0,0,0,0,0,0,6,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
884,2,6,2013,0,0,0,0,0,0,0,2,0,0,9.88,9.88,0.0,0.0,0.0,0.5714285714285714,0.6071428571428571,1.030615986761952,1
1012,4,11,2013,0,0,0,0,1,1,1,4,0,0,1.74,1.74,0.0,0.0,1.0,1.1428571428571428,1.1785714285714286,1.4415416497771865,0
1618,1,7,2015,16,3,0,0,1,0,0,1,1,1,2.97,2.97,0.0,1.0,2.0,0.2857142857142857,0.21428571428571427,0.49867549436206365,1
1650,5,8,2015,0,0,0,0,1,1,1,5,0,0,5.47,5.47,0.0,1.0,1.0,0.42857142857142855,0.32142857142857145,0.5479640045336465,0
1415,1,12,2014,0,0,0,0,0,1,0,1,1,0,0.46,0.46,0.0,4.0,5.0,2.0,3.7142857142857144,4.144225280387546,0
1310,1,8,2014,0,0,0,0,0,0,0,1,1,0,3.32,3.32,0.0,1.0,2.0,0.7142857142857143,1.5714285714285714,1.2889436222642412,1
541,2,7,2012,0,0,0,0,0,0,0,2,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
231,7,9,2011,0,0,0,0,0,0,0,7,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
181,6,7,2011,0,0,0,0,0,0,0,6,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
1468,5,2,2015,0,0,0,0,1,0,0,5,0,0,3.0,3.0,0.0,1.0,0.0,2.7142857142857144,2.607142857142857,1.812289031692109,2
567,7,8,2012,0,0,0,0,0,0,0,7,1,0,10.97,10.97,0.0,0.0,0.0,0.0,0.0,0.0,0
512,1,6,2012,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0.0,0.0,0.0,0.0,5.25,9.159593230496005,0
836,3,5,2013,0,0,0,0,0,1,0,3,0,0,2.5,2.5,0.0,0.0,0.0,0.0,0.5,0.8388704928078632,0
1731,2,10,2015,0,0,0,0,0,0,0,2,0,0,0.48,0.48,0.0,6.0,5.0,1.8571428571428572,2.857142857142857,3.135392771358628,1
1078,7,1,2014,0,0,0,0,1,0,0,7,1,0,2.98,2.98,0.0,2.0,4.0,2.142857142857143,2.0,1.5396007178390034,3
1703,2,9,2015,0,0,0,0,0,0,0,2,0,0,5.98,5.98,0.0,1.0,0.0,0.14285714285714285,0.25,0.4409585518440985,0
517,6,6,2012,0,0,0,0,0,0,0,6,0,0,5.16,5.16,0.0,0.0,2.0,0.42857142857142855,0.5,0.74535599249993,2
1768,4,12,2015,0,0,0,0,1,1,0,4,0,0,2.68,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0
597,2,9,2012,0,0,0,0,0,0,0,2,0,0,10.98,10.98,0.0,0.0,0.0,0.0,0.0,0.0,0
1589,7,6,2015,0,0,0,0,1,1,1,7,1,0,8.98,8.98,0.0,1.0,0.0,1.1428571428571428,0.75,1.4043582955293927,0
1144,3,3,2014,6,2,0,0,0,0,0,3,0,1,6.87,6.87,0.0,0.0,0.0,0.42857142857142855,0.6071428571428571,0.8751417118804327,0
686,7,12,2012,0,0,0,0,0,0,1,7,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
1161,6,4,2014,0,0,0,0,1,1,1,6,0,0,2.22,2.22,0.0,0.0,0.0,0.0,0.32142857142857145,0.611832186419302,0
1252,6,7,2014,0,0,0,0,1,1,1,6,0,0,4.65,4.65,0.0,0.0,0.0,0.14285714285714285,0.10714285714285714,0.31497039417435635,0
1426,5,12,2014,26,4,0,0,0,0,0,5,0,1,0.46,0.46,0.0,0.0,12.0,3.5714285714285716,2.857142857142857,3.385309064224056,2
147,7,6,2011,0,0,0,0,0,0,0,7,1,0,3.12,3.12,0.0,0.0,2.0,2.4285714285714284,1.5357142857142858,1.7739293663574656,1
729,1,1,2013,0,0,0,0,0,0,0,1,1,0,6.97,6.97,0.0,0.0,0.0,0.14285714285714285,0.07142857142857142,0.26226526415648155,1
169,1,7,2011,0,0,0,0,0,0,0,1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
392,7,2,2012,0,0,0,0,0,0,0,7,1,0,6.48,6.48,0.0,4.0,1.0,3.4285714285714284,3.357142857142857,1.7472578667472223,4
436,2,4,2012,30,2,0,0,1,0,1,2,0,1,,,,0.0,0.0,0.0,0.0,0.0,0
554,1,8,2012,0,0,0,0,1,0,0,1,1,0,3.07,3.07,0.0,0.0,9.0,2.857142857142857,3.0357142857142856,3.060890004401925,2
398,6,3,2012,0,0,0,0,1,1,0,6,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
1259,6,7,2014,0,0,0,0,1,0,0,6,0,0,3.33,3.33,0.0,0.0,0.0,0.2857142857142857,0.4642857142857143,0.6372477195601851,0
1700,6,9,2015,22,4,0,0,0,0,0,6,0,1,2.88,2.88,0.0,0.0,0.0,1.1428571428571428,0.9285714285714286,0.8997354108424372,2
813,1,4,2013,0,0,0,0,0,0,0,1,1,0,3.88,3.88,0.0,1.0,0.0,1.2857142857142858,1.1428571428571428,1.1773883752795358,0
1609,6,6,2015,0,0,0,0,0,0,0,6,0,0,3.48,3.48,0.0,1.0,1.0,0.8571428571428571,0.7857142857142857,0.9172076325837261,0
879,4,6,2013,0,0,0,0,0,0,0,4,0,0,3.32,3.32,0.0,1.0,1.0,1.4285714285714286,1.2857142857142858,1.6068635853769844,1
151,4,6,2011,0,0,0,0,0,0,0,4,0,0,4.47,4.47,0.0,0.0,0.0,0.7142857142857143,0.4642857142857143,0.8380817098475258,0
1451,2,1,2015,0,0,0,0,0,0,0,2,0,0,2.88,2.88,0.0,4.0,2.0,1.2857142857142858,1.3571428571428572,1.6150744900671339,3
1215,4,5,2014,0,0,0,0,0,0,0,4,0,0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0
643,6,11,2012,0,0,0,0,1,1,0,6,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
837,4,5,2013,0,0,0,0,0,0,1,4,0,0,1.98,1.98,0.0,8.0,1.0,2.0,0.9642857142857143,1.59819673514646,2
926,2,8,2013,0,0,0,0,0,1,1,2,0,0,2.48,2.48,0.0,4.0,2.0,3.4285714285714284,2.392857142857143,2.499470843469567,0
764,1,3,2013,0,0,0,0,1,0,1,1,1,0,6.98,6.98,0.0,0.0,0.0,0.0,0.0,0.0,0
1121,1,2,2014,0,0,0,0,0,0,0,1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
594,6,9,2012,0,0,0,0,0,1,0,6,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
1846,5,2,2016,5,4,0,0,0,0,0,5,0,1,2.82,2.82,0.0,0.0,2.0,0.42857142857142855,0.5,0.7934920476158961,0
1347,3,10,2014,0,0,0,0,1,1,1,3,0,0,3.97,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0
325,3,12,2011,0,0,0,0,0,0,0,3,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
695,2,12,2012,0,0,0,0,0,0,0,2,0,0,9.24,9.24,0.0,1.0,3.0,1.0,1.7857142857142858,1.5240575195022399,1
655,4,11,2012,0,0,0,0,0,1,0,4,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
1628,4,7,2015,0,0,0,0,0,0,1,4,0,0,1.97,1.97,0.0,0.0,0.0,0.0,0.03571428571428571,0.18898223650461457,1
166,5,7,2011,0,0,0,0,0,1,0,5,0,0,1.98,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0
309,1,12,2011,0,0,0,0,1,1,1,1,1,0,1.97,1.97,0.0,8.0,13.0,7.571428571428571,7.5,3.656551704867625,14
449,1,4,2012,0,0,0,0,0,0,0,1,1,0,2.18,2.18,0.0,0.0,2.0,1.7142857142857142,1.3214285714285714,1.2781227967601092,0
268,2,10,2011,0,0,0,0,0,0,0,2,0,0,4.74,4.74,0.0,0.0,2.0,0.0,0.5714285714285714,0.7417981870189154,1
944,6,8,2013,0,0,0,0,0,0,0,6,0,0,3.38,3.38,0.0,0.0,1.0,0.14285714285714285,0.6071428571428571,0.7373267889143805,0
751,2,2,2013,0,0,0,0,0,0,0,2,0,0,2.38,2.38,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.4483951394230329,0
169,1,7,2011,0,0,0,0,0,0,0,1,1,0,2.38,2.38,0.0,0.0,1.0,0.2857142857142857,0.5,0.6382847385042255,2
811,6,4,2013,0,0,0,0,0,0,0,6,0,0,4.97,4.97,0.0,0.0,0.0,0.0,0.10714285714285714,0.3149703941743561,0
1369,4,10,2014,0,0,0,0,0,0,0,4,0,0,3.98,3.98,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.4600437062282377,0
666,1,11,2012,0,0,0,0,0,0,0,1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
1470,7,2,2015,0,0,0,0,1,1,1,7,1,0,1.48,1.48,0.0,1.0,0.0,0.2857142857142857,0.75,0.9279607271383776,0
1785,7,12,2015,0,0,0,0,0,0,0,7,1,0,2.98,2.98,0.0,4.0,2.0,3.857142857142857,3.6785714285714284,2.2119803667431452,5
971,5,9,2013,0,0,0,0,0,0,0,5,0,0,4.98,4.98,0.0,0.0,2.0,0.5714285714285714,0.8928571428571429,1.2572540835836767,0
992,5,10,2013,0,0,0,0,0,0,0,5,0,0,2.47,2.47,0.0,0.0,2.0,1.5714285714285714,1.8214285714285714,1.6113847605587097,2
1159,4,4,2014,0,0,0,0,1,1,0,4,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
979,6,10,2013,0,0,0,0,1,1,1,6,0,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0
192,3,8,2011,0,0,0,0,1,0,1,3,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
460,5,5,2012,0,0,0,0,1,0,1,5,0,0,6.97,6.97,0.0,0.0,1.0,0.14285714285714285,0.35714285714285715,0.558721139898351,1
1214,3,5,2014,12,3,0,0,0,0,0,3,0,1,2.97,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0
824,5,5,2013,0,0,0,0,1,1,0,5,0,0,7.26,7.26,0.0,0.0,0.0,0.0,1.0,1.2765694770084532,0
860,6,6,2013,13,1,0,0,1,1,1,6,0,1,,,,0.0,0.0,0.0,0.0,0.0,0
1194,4,5,2014,0,0,0,0,1,1,1,4,0,0,0.2,0.2,0.0,3.0,10.0,15.285714285714286,10.428571428571429,9.457227576787615,4
726,5,1,2013,0,0,0,0,0,0,0,5,0,0,2.98,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0
1473,3,2,2015,0,0,0,0,1,1,1,3,0,0,2.67,2.67,0.0,0.0,1.0,0.8571428571428571,1.2142857142857142,1.4235360994562212,1
770,7,3,2013,0,0,0,0,1,0,1,7,1,0,6.97,6.97,0.0,1.0,1.0,0.8571428571428571,0.7142857142857143,0.7628961803617721,0
487,4,5,2012,0,0,0,0,0,0,0,4,0,0,1.0,1.0,0.0,17.0,0.0,8.142857142857142,7.142857142857143,4.97932232273136,9
36,1,3,2011,0,0,0,0,1,1,1,1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
104,6,5,2011,0,0,0,0,0,1,1,6,0,0,7.97,7.97,0.0,0.0,0.0,0.14285714285714285,0.25,0.5181877251716009,0
154,7,7,2011,0,0,0,0,1,1,0,7,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
469,7,5,2012,0,0,0,0,0,1,1,7,1,0,2.68,2.68,0.0,0.0,0.0,0.2857142857142857,0.5357142857142857,1.1049431980420854,0
353,3,1,2012,29,3,0,0,0,0,0,3,0,1,,,,0.0,0.0,0.0,0.0,0.0,0
1723,1,10,2015,0,0,0,0,0,0,0,1,1,0,2.96,2.96,0.0,6.0,6.0,3.0,4.392857142857143,2.7262684538650315,3
836,3,5,2013,0,0,0,0,0,1,0,3,0,0,2.97,2.97,0.0,0.0,1.0,0.7142857142857143,0.5714285714285714,0.6341264874742281,0
1015,7,11,2013,0,0,0,0,1,0,1,7,1,0,0.93,0.93,0.0,1.0,1.0,3.142857142857143,2.857142857142857,2.049648311554502,2
214,4,8,2011,0,0,0,0,0,0,0,4,0,0,3.28,3.28,0.0,1.0,3.0,1.1428571428571428,1.8928571428571428,1.6406702721140967,2
432,5,4,2012,0,0,0,0,1,0,0,5,0,0,6.97,6.97,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,0.9371802805793981,1
37,2,3,2011,0,0,0,0,1,1,1,2,0,0,4.72,4.72,0.0,4.0,2.0,2.142857142857143,1.8214285714285714,1.3622848842368125,3
230,6,9,2011,0,0,0,0,0,1,1,6,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
1041,5,12,2013,0,0,0,0,1,0,0,5,0,0,1.78,1.78,0.0,3.0,1.0,1.2857142857142858,2.2857142857142856,1.5600841111499228,4
94,3,5,2011,0,0,0,0,1,0,1,3,0,0,1.98,1.98,0.0,0.0,0.0,0.0,0.17857142857142858,0.47559486560567094,0
47,5,3,2011,5,4,0,0,0,0,0,5,0,1,4.5,4.5,0.0,4.0,0.0,2.7142857142857144,1.7857142857142858,1.5481684006675098,0
1486,2,2,2015,0,0,0,0,0,0,0,2,0,0,1.97,1.97,0.0,0.0,0.0,0.0,0.10714285714285714,0.31497039417435657,0
1192,2,5,2014,0,0,0,0,1,0,0,2,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
1378,6,11,2014,0,0,0,0,1,1,1,6,0,0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0
70,7,4,2011,0,0,0,0,1,0,1,7,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
1740,4,11,2015,0,0,0,0,1,1,1,4,0,0,2.68,2.68,0.0,1.0,5.0,5.142857142857143,7.678571428571429,4.929529850834064,3
1775,4,12,2015,0,0,0,0,1,0,1,4,0,0,4.78,4.78,0.0,0.0,0.0,0.7142857142857143,0.5714285714285714,0.7417981870189148,1
412,6,3,2012,0,0,0,0,0,1,1,6,0,0,11.97,11.97,0.0,0.0,0.0,0.0,0.0,0.0,0
691,5,12,2012,0,0,0,0,0,0,0,5,0,0,1.25,1.25,0.0,46.0,103.0,51.285714285714285,50.357142857142854,19.613325564078597,58
